"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","468","2560776","0-0","","200","120","1","CORN CROP","Right","200","160","8","THISTLE WEED","experimental","221","1,2,3,4,5,6,7,8","160,180.5774567364579,228.09544052772088,220.2648691607306,194.43533286075197,157.18067049906367,140.55763278785153,151.18913316079824","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,130,110.24833258260406,131.62235164793503,136.74042551324322,120.47319551974518,113.77537227034722,130.02999241066664","1,7,6,5,4,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,1,0,0,0,1,1,1","2301,643,423,311,463,527,371,424","20.577456736457886,47.51798379126299,-7.83057136699029,-25.82953629997862,-37.254662361688304,-16.623037711212127,10.631500372946693,45.577537466863944","-38.03280537934552,-19.75166741739593,21.37401906533097,5.118073865308181,-16.267229993498045,-6.697823249397963,16.254620140319403,-15.820500424606834","0","0"
"127","86","text","0","469","2560983","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","470","2566182","0-0","","200","160","2","WHEAT CROP","Left","200","160","2","NETTLE WEED","experimental","222","1,2","160,169.09578376828708","2,1","WHEAT CROP,WHEAT CROP","160,167.44508610625147","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,0","2338,672","9.095783768287083,23.7867483727738","7.445086106251473,28.889127985596136","0","0"
"93","86","text","0","471","2566405","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","472","2576100","0-0","","200","160","2","WHEAT CROP","Right","200","180","4","NETTLE WEED","experimental","223","1,2,3,4","180,210.20611349480706,211.9028995039968,203.52972123688716","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,177.26411651239877,180,199.5579114120232","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,1","3613,1415,318,353","30.206113494807063,1.6967860091897415,-8.373178267109637,23.82297352541996","17.26411651239877,-27.186234124813595,19.5579114120232,38.88974384707514","0","0"
"166","86","text","0","473","2576336","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","474","2583875","0-0","","200","180","4","CORN CROP","Left","200","120","2","NETTLE WEED","experimental","224","1,2,3,4","180,210.27672323579995,242.69944858797192,203.86187544210782","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,162.16621275688618,180,181.8539696339785","2,1,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,1,1","2265,853,374,506","30.27672323579995,32.42272535217195,-38.837573145864106,25.262528190241845","42.16621275688617,15.621365151541251,1.8539696339785023,-12.73633298801582","0","0"
"187","86","text","0","475","2584162","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","476","2589726","0-0","","200","120","2","WHEAT CROP","Left","200","180","2","NETTLE WEED","experimental","225","1,2","120,108.1692693797455","2,1","WHEAT CROP,WHEAT CROP","180,154.17812264971843","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,1","2998,430","-11.830730620254503,4.741216487226259","-25.821877350281564,-10.340441141745053","0","0"
"544","86","text","0","477","2590390","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","478","2594935","0-0","","200","160","2","CORN CROP","Left","200","190","2","NETTLE WEED","experimental","226","1,2","160,168.7078382198344","2,1","CORN CROP,CORN CROP","190,203.62317522294694","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,1","1985,436","8.707838219834398,7.165262124848551","13.623175222946944,16.828498007352565","0","0"
"97","86","text","0","479","2595122","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","480","2604583","0-0","","200","160","1","WHEAT CROP","Right","200","160","8","THISTLE WEED","experimental","227","1,2,3,4,5,6,7,8","160,165.24050869391522,140.53332047164344,128.71101234624373,156.9969481676009,142.52202136324306,129.09791874323818,114.635796250905","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,130,133.0125489112854,194.8462552784392,264.3244289179981,272.25148065344973,253.99106668041253,283.7351193817665","1,7,6,5,4,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,0,1,0,0,0,0","2652,423,372,453,617,391,235,382","5.240508693915206,-24.707188222271796,-11.822308125399694,28.285935821357157,-14.474926804357827,-13.424102620004861,-14.462122492333183,20.99091387748733","30.266846391645764,3.0125489112853976,61.83370636715381,69.47817363955889,7.927051735451616,-18.26041397303721,29.744052701353958,-7.922455352846283","0","0"
"239","86","text","0","481","2604912","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","482","2611896","0-0","","200","180","2","CORN CROP","Right","200","160","4","THISTLE WEED","experimental","228","1,2,3,4","160,179.91226192321264,178.70508330247677,179.5000525398909","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,183.33306321784568,180,197.04955616448856","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,1","1012,930,463,721","19.91226192321264,-1.207178620735864,0.7949692374141364,29.057202485861954","3.3330632178456767,-7.530884609972466,17.049556164488575,40.91052643332307","0","0"
"110","86","text","0","483","2612086","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","484","2621899","0-0","","200","160","8","WHEAT CROP","Left","200","190","4","THISTLE WEED","experimental","229","1,2,3,4,5,6,7,8","160,174.63532549613055,159.48010034779975,198.77604583493098,240.01035724544982,256.80146242437706,273.78148300991177,269.04980322653074","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,205.10406547350885,222.69440978626588,248.98485321415424,160,170.3834419220122,179.84892049049597,185.9288976348801","4,3,2,1,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,1,0,0,0,0,1,1","1988,628,458,319,793,605,454,672","14.635325496130536,-15.15522514833079,39.29594548713122,41.234311410518856,16.791105178927232,16.98002058553472,-4.7316797833810345,-22.88598390526731","15.104065473508868,17.590344312757022,26.29044342788837,15.256708086515147,10.383441922012201,9.46547856848377,6.079977144384118,-38.93586415825718","0","0"
"134","86","text","0","485","2622143","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","486","2632215","0-0","","200","180","8","WHEAT CROP","Right","200","180","1","THISTLE WEED","experimental","230","1,2,3,4,5,6,7,8","180,130,119.22500833104155,150.77590274159007,188.79998243795285,173.39303989209503,122.23132392634207,100.85482755425969","1,7,6,5,4,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,212.46125691243446,243.17897226331763,289.2177342771283,321.8594651362384,335.8528674333695,326.64622188182557,322.6749091510275","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,1,0,0,0,0","1617,2362,376,349,465,413,379,366","52.39164316317048,-10.774991668958446,31.550894410548523,38.02407969636276,-15.406942545857827,-51.161715965752954,-21.376496372082386,24.66904087899678","32.46125691243448,30.71771535088316,46.03876201381064,32.641730859110126,13.993402297131128,-9.206645551543936,-3.9713127307980445,-2.877717145518479","0","0"
"110","86","text","0","487","2632395","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","488","2644006","0-0","","200","120","8","WHEAT CROP","Left","200","190","2","THISTLE WEED","experimental","231","1,2,3,4,5,6,7,8","120,122.35159560867281,93.68864648831305,98.61861599115504,117.40072823743638,110.24265480484662,173.42168647400848,184.1259187036221","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,208.7474929316307,140,153.20980196957487,126.8583491169563,155.95756011842286,147.47112224735145,156.78158412502174","2,1,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,1,1,1,1,0,0,0","3637,458,423,415,553,640,493,697","2.351595608672811,-28.662949120359755,4.92996950284199,18.78211224628134,-7.158073432589757,63.179031669161844,10.704232229613602,1.7509615912648577","18.747492931630696,-8.369533461809866,13.209801969574881,-26.35145285261856,29.099211001466557,-8.486437871071416,9.310461877670292,22.771985402376053","0","0"
"96","86","text","0","489","2644204","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","490","2650621","0-0","","200","160","4","CORN CROP","Left","200","160","2","THISTLE WEED","experimental","232","1,2,3,4","160,185.90768645560635,195.95454904418395,261.5020129509486","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","160,164.17082289079602,180,197.23531198421853","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,0,1","968,808,523,584","25.907686455606346,10.046862588577586,65.54746390676468,-26.81337684790639","4.170822890796025,29.18377907829759,17.235311984218537,-29.89954199271994","0","0"
"95","86","text","0","491","2650806","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","492","2656599","0-0","","200","120","4","WHEAT CROP","Left","200","120","4","THISTLE WEED","experimental","233","1,2,3,4","120,137.80428038581317,165.4204620059995,140.96827736499768","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,134.88800521582525,189.5078114528233,201.1898154487571","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,1,0","917,406,862,1004","17.804280385813158,27.616181620186335,-24.45218464100181,18.649074681825006","14.888005215825249,54.61980623699805,11.682003995933808,12.422197527392909","0","0"
"34","86","text","0","493","2656823","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","494","2661414","0-0","","200","180","2","WHEAT CROP","Right","200","160","2","THISTLE WEED","experimental","234","1,2","160,182.6598180780266","2,1","THISTLE WEED,THISTLE WEED","180,210.70610451292202","2,1","WHEAT CROP,WHEAT CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","902,749","22.659818078026593,30.73736748802343","30.706104512922035,-51.21222203811855","0","0"
"268","86","text","0","495","2661802","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","496","2670670","0-0","","200","160","8","WHEAT CROP","Right","200","120","8","NETTLE WEED","experimental","235","1,2,3,4,5,6,7,8","120,135.82283261473398,146.25327858469126,174.91927900734018,174.27567466094837,197.26547718668732,188.23484292626463,152.80095501539566","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,170.60426103764462,196.09018715762278,197.02745516514724,173.53960296028154,168.52661048723564,148.56085977047175,151.3371135727898","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,0,1,0,0,0","2349,382,400,598,518,671,486,502","15.822832614733986,10.430445969957278,28.66600042264892,-0.6436043463917985,22.98980252573896,-9.030634260422675,-35.43388791086898,13.745855602607392","10.604261037644605,25.485926119978163,0.9372680075244695,-23.487852204865707,-5.012992473045912,-19.9657507167639,2.7762538023180667,34.62236674976677","0","0"
"104","86","text","0","497","2670854","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","498","2682482","0-0","","200","190","8","CORN CROP","Left","200","190","4","THISTLE WEED","experimental","236","1,2,3,4,5,6,7,8","190,224.97406071005832,218.70597522529755,240.17379949919226,217.04508957093606,230.26421127247795,206.3954257809009,220.09635195304446","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","190,200.86684791297665,196.78327953222845,205.4983314132859,160,129.70168404766713,116.78358979959471,161.47077880417962","4,3,2,1,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,1,1,1,0,0","1211,713,416,573,850,630,446,649","34.97406071005831,-6.268085484760762,21.467824273894713,-23.12870992825621,13.219121701541887,-23.868785491577057,13.700926172143559,41.69334381027833","10.866847912976647,-4.0835683807482095,8.715051881057473,-13.573658212223945,-30.29831595233286,-12.918094248072421,44.68718900458491,34.15655181167645","0","0"
"478","86","text","0","499","2683070","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","500","2689833","0-0","","200","180","4","CORN CROP","Left","200","120","1","NETTLE WEED","experimental","237","1,2,3,4","180,260.43344877541756,258.24055159167193,267.84283273502086","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,170,198.2840935895424,175.80404272339553","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,1,1","899,440,461,557","80.43344877541759,-2.192897183745641,9.602281143348915,26.14483154578585","42.54989039720326,28.284093589542422,-22.48005086614687,-32.88849703261797","0","0"
"450","86","text","0","501","2690393","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","502","2700750","0-0","","200","180","2","CORN CROP","Right","200","180","8","THISTLE WEED","experimental","238","1,2,3,4,5,6,7,8","180,196.32247094732077,186.50889084539654,191.19377730680847,241.79927439773084,281.68982720739774,329.76231370188754,350.50408180172576","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,204.45107228979765,140,124.67793587084338,141.6145350646187,158.83478659097068,178.8890062537215,196.7623417449315","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,1,1,1,1,1","882,2798,347,437,484,117,93,90","16.322470947320767,-9.813580101924217,4.684886461411948,50.60549709092238,39.890552809666914,48.0724864944898,20.74176809983825,-12.631086337633917","24.451072289797654,15.479703729827527,-15.32206412915662,16.93659919377533,17.220251526351973,20.054219662750814,17.873335491209993,18.15302867611031","0","0"
"439","86","text","0","503","2701310","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
